"timestamp","ip","campaignid","placementid","siteid","adunittype","creativeid","jvxsessionid","jvxuid","eventid","deviceid","ap_datasignal","c_params","cachemacro","clickmacro","pageurl","useragent","es_segname","date","_col19"
"1561035593189","111.125.149.169","135306","9nUb4i","65d07bae4690f5","20","190613_AW_3x4_004_Function_001_CTA_AAW_Performance Marketing_Exercise_300-250_rev0_still_JP-JA_21JUNE_LM","1561035593.5513","111.125.149.169","60","","ap_cookieData_type=inv&ap_cookieData_id=","","1561035592916828","https://googleads.g.doubleclick.net/dbm/clk?sa=L&ai=CFhz9SIMLXdz6N4HY-QPfiL-AAqbc_I1X1Mit9ZUJ8C4QASDRjochYInzxIT0E8gBCakCy3yNyjj","https://googleads.g.doubleclick.net/pagead/ads?caps=interactiveVideo_inlineVideo_mraid1_mraid2_mraid3_th_autoplay_mediation_av_s","Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML_ like Gecko) Mobile/15E148","_Default_","2019-06-20","2019-06-20 12:59:53.000"
"1561035594189","175.41.81.52","135306","2qV3Xj","65d07bae4690f5","20","190613_AW_3x4_004_Function_001_CTA_AAW_Performance Marketing_Activity Coarching_300-250_rev0_still_JP-JA_21JUNE_TN","1561035593.3712","175.41.81.52","60","","ap_cookieData_type=inv&ap_cookieData_id=","","1561035592993784","https://googleads.g.doubleclick.net/dbm/clk?sa=L&ai=C3BC8SIMLXfjTPOKFtOUPh5uxiA7nxNiOV_mwn8HKCfAuEAEg0Y6HIWCJ28WE9BPIAQmpAst8jco","https://googleads.g.doubleclick.net/pagead/ads?caps=interactiveVideo_inlineVideo_mraid1_mraid2_mraid3_th_autoplay_mediation_av_s","Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML_ like Gecko) Mobile/15E148","_Default_","2019-06-20","2019-06-20 12:59:54.000"
"1561035594189","220.148.11.165","135306","dUzGgf","65d07bae4690f5","20","190613_AW_3x4_003_Performance Marketing_Generic2_300-250_rev0_still_JP-JA_21JUNE_TN","1561035584.7595","220.148.11.165","60","","ap_cookieData_type=inv&ap_cookieData_id=","","1561035581219327","https://googleads.g.doubleclick.net/dbm/clk?sa=L&ai=CvkpWPYMLXb-xDZKO9APYnqOYD92B_Y1XjNq9lokJ8C4QASDRjochYInjzYSYFMgBCakCy3yNyjj","https://googleads.g.doubleclick.net/pagead/ads?caps=interactiveVideo_inlineVideo_mraid1_mraid2_mraid3_th_autoplay_mediation_av_s","Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML_ like Gecko) Mobile/15E148","_Default_","2019-06-20","2019-06-20 12:59:54.000"
"1561035594189","219.100.151.147","135306","2T5XMQ","65d07bae4690f5","20","190613_AW_3x4_004_Function_001_CTA_AAW_Performance Marketing_Workout_300-250_rev0_still_JP-JA_21JUNE_LM","1561035593.8917","219.100.151.147","60","","ap_cookieData_type=inv&ap_cookieData_id=","","1561035593220658","https://googleads.g.doubleclick.net/dbm/clk?sa=L&ai=CF_J2SYMLXfK7DYmckwPwzJ7IB5yD_o1X1JT6nJYJ8C4QASDRjochYImDzYSUFMgBCakCy3yNyjj","https://googleads.g.doubleclick.net/pagead/ads?caps=interactiveVideo_inlineVideo_mraid1_mraid2_mraid3_th_autoplay_mediation_av_s","Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML_ like Gecko) Mobile/15E148","_Default_","2019-06-20","2019-06-20 12:59:54.000"
"1561035594189","121.111.95.151","135306","2qV3Xj","65d07bae4690f5","20","190613_AW_3x4_004_Function_001_CTA_AAW_Performance Marketing_Activity Coarching_300-250_rev0_still_JP-JA_21JUNE_TN","1561035591.2804","121.111.95.151","60","","ap_cookieData_type=inv&ap_cookieData_id=","","1561035590385639","https://googleads.g.doubleclick.net/dbm/clk?sa=L&ai=Ch8agRoMLXefEF4vWkwOB2qaYCefE2I5X-bCfwcoJ8C4QASDRjochYImTtITEE8gBCakCy3yNyjj","https://googleads.g.doubleclick.net/pagead/ads?caps=interactiveVideo_inlineVideo_mraid1_mraid2_mraid3_th_autoplay_mediation_av_s","Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML_ like Gecko) Mobile/15E148","_Default_","2019-06-20","2019-06-20 12:59:54.000"
"1561035594189","153.214.74.27","135306","64eC38","65d07bae4690f5","20","190613_AW_3x4_004_Function_001_CTA_AAW_Performance Marketing_Apple pay Suica_300-250_rev0_still_JP-JA_21JUNE_TN","1561035593.5458","153.214.74.27","60","","ap_cookieData_type=inv&ap_cookieData_id=","","1561035592602937","https://googleads.g.doubleclick.net/dbm/clk?sa=L&ai=CnxoJSIMLXbnmJLXMtOUPoZeM4AyfndiOV43-kPLACfAuEAEg0Y6HIWCJs8SE9BPIAQmpAst8jco","https://googleads.g.doubleclick.net/pagead/ads?caps=interactiveVideo_inlineVideo_mraid1_mraid2_mraid3_th_autoplay_mediation_av_s","Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML_ like Gecko) Mobile/15E148","_Default_","2019-06-20","2019-06-20 12:59:54.000"
"1561035594189","122.222.5.176","135306","ywF8ZA","65d07bae4690f5","20","190613_AW_3x4_004_Function_001_CTA_AAW_Performance Marketing_Apple pay_300-250_rev0_still_JP-JA_21JUNE_TN","1561035589.3882","122.222.5.176","60","","ap_cookieData_type=inv&ap_cookieData_id=","","1561035588849493","https://googleads.g.doubleclick.net/dbm/clk?sa=L&ai=CWiGrRIMLXdXsM7abtOUPhsKg-A6l_diOV8ffxdC4CfAuEAEg0Y6HIWCJk7mEyBPIAQmpAst8jco","https://googleads.g.doubleclick.net/pagead/ads?caps=interactiveVideo_inlineVideo_mraid1_mraid2_mraid3_th_autoplay_mediation_av_s","Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML_ like Gecko) Mobile/16C101","_Default_","2019-06-20","2019-06-20 12:59:54.000"
"1561035594189","180.52.196.172","135306","dUzGgf","65d07bae4690f5","20","190613_AW_3x4_003_Performance Marketing_Generic2_300-250_rev0_still_JP-JA_21JUNE_TN","1561035593.1314","180.52.196.172","60","","ap_cookieData_type=inv&ap_cookieData_id=","","1561035593370220","https://googleads.g.doubleclick.net/dbm/clk?sa=L&ai=CfXTjSYMLXazMFouOkwO_k5e4Bt2B_Y1XjNq9lokJ8C4QASCN4KAlYImT1ISsFMgBCakCy3yNyjj","https://googleads.g.doubleclick.net/pagead/ads?should_silence_audio=0&os_version=12.1.4&ms=GYUr8SKLbk4mHhB8h0SiWmHP7HnSiPp4-Vl6z","Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML_ like Gecko) Mobile/16D57","_Default_","2019-06-20","2019-06-20 12:59:54.000"
"1561035594189","49.243.85.101","135306","Bq46c8","65d07bae4690f5","20","190613_AW_3x4_004_Function_001_CTA_AAW_Performance Marketing_Activity Coarching_300-250_rev0_still_JP-JA_21JUNE_LM","1561035593.2320","49.243.85.101","60","","ap_cookieData_type=inv&ap_cookieData_id=","","1561035593376900","https://googleads.g.doubleclick.net/dbm/clk?sa=L&ai=CxqzRSYMLXcSAF8iYtOUPhr64wALnxNiOV6uOifvECfAuEAEg0Y6HIWCJm-SErBTIAQmpAst8jco","https://googleads.g.doubleclick.net/pagead/ads?caps=interactiveVideo_inlineVideo_mraid1_mraid2_mraid3_th_autoplay_mediation_av_s","Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML_ like Gecko) Mobile/15E148","_Default_","2019-06-20","2019-06-20 12:59:54.000"
"1561035594189","202.213.176.39","135306","dcIRuf","65d07bae4690f5","20","190613_AW_3x4_004_Function_001_CTA_AAW_Performance Marketing_Cellular_300-250_rev0_still_JP-JA_21JUNE_LM","1561035593.3182","202.213.176.39","60","","ap_cookieData_type=inv&ap_cookieData_id=","","1561035592735562","https://googleads.g.doubleclick.net/dbm/clk?sa=L&ai=C6ZDESIMLXcryLITXkgPMwKHYDt6W_I1XuvmIjd0J8C4QASDRjochYImz24TIFMgBCakC05GPZNT","https://googleads.g.doubleclick.net/pagead/ads?caps=interactiveVideo_inlineVideo_mraid1_mraid2_mraid3_th_autoplay_mediation_av_s","Mozilla/5.0 (iPhone; CPU iPhone OS 12_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML_ like Gecko) Mobile/15E148","_Default_","2019-06-20","2019-06-20 12:59:54.000"
"1561035594189","219.98.199.254","135306","O4p0w6","65d07bae4690f5","20","190613_AW_3x4_004_Function_001_CTA_AAW_Performance Marketing_Activity Rings_300-250_rev0_still_JP-JA_21JUNE_LM","1561035592.3927","219.98.199.254","60","","ap_cookieData_type=inv&ap_cookieData_id=","","1561035591103715","https://googleads.g.doubleclick.net/dbm/clk?sa=L&ai=CQRcMR4MLXaOqBpLx_AOmg61Yht3RjVfcr6KAtgnwLhABIK76myNgidPDhPATyAEJqQLLfI3KOPF","https://googleads.g.doubleclick.net/mads/gma?caps=interactiveVideo_inlineVideo_mraid1_mraid2_mraid3_th_autoplay_mediation_av_sdk","Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML_ like Gecko) Mobile/15E302","_Default_","2019-06-20","2019-06-20 12:59:54.000"
